GENEA	GENEB
GTPBP8	MRPL15
FARS2	MRPL57
CYC1	NDUFB10
COA7	MARS2
TWNK	UQCRB
ADSL	GART
NDUFB5	NDUFC1
NDUFA2	NDUFAF1
MTG2	SSBP1
MRPL57	TFAM
MRPL55	YARS2
MRPL3	MRPL39
MRPL39	TFB1M
MRPL39	RPUSD4
MRPL17	MRPL39
MRPL15	POLG
LARS2	MRPS10
GFM1	MTG2
EARS2	MRPL32
COA6	FARS2
COA6	COX5B
TWNK	MRPL46
PEX6	PEX13
NDUFB4	NDUFS5
NDUFA11	NDUFAF7
MTG2	RARS2
MRPS25	TFB2M
MRPS24	TFB1M
MRPS16	MRPS18B
MRPL47	VARS2
MRPL46	MRPS16
MRPL43	MTERF3
MRPL32	MRPL33
MRPL21	TARS2
MRPL10	MRPS12
MIPEP	MRPS6
LRPPRC	NDUFB10
LRPPRC	MRPS22
KIAA0391	MRPL14
HARS2	MRPL46
GRSF1	NDUFC1
GATC	MRPL15
FARS2	TFB2M
EARS2	MRPL2
DAP3	MRPS33
CYC1	NDUFA8
COX4I1	UQCRB
COX11	CYC1
CHTF18	DSCC1
TWNK	MRPS17
TWNK	MRPL47
TWNK	MRPL18
SARS2	TFB1M
NDUFV2	UQCR10
NDUFS7	NDUFV2
NDUFA10	NDUFB7
MRPS16	MTPAP
MRPL39	YARS2
MRPL39	MRPS22
MRPL39	MRPS18B
MRPL16	MRPS5
MRPL12	MRPS14
MALSU1	MTERF3
GFM1	MRPS2
FARS2	MRPL55
EARS2	MRPL12
DLST	OGDH
COX7C	NDUFS2
COA6	COX6C
BCS1L	COX4I1
NDUFA9	NDUFS1
MTG1	NSUN4
MTERF4	MRM3
MRPS2	MRPS24
MRPS14	MRPS23
MRPL47	MTG2
MRPL46	RPUSD4
MRPL46	MRPS18B
MRPL39	POLG
MRPL14	MRPL32
MRPL10	MRPL38
MRPL10	MRPL32
LARS2	MRPL40
HARS2	TFAM
HARS2	MRPL55
GNPDA2	ZNF99
GNPDA2	TATDN1
GFM1	SSBP1
MRM2	MRM3
FARS2	MRPL10
DDX28	FARS2
COA6	MRPL15
CARS2	MRPS6
ABHD13	FAM200B
TADA2B	TAF6L
NDUFS2	PET117
NDUFAF4	NDUFB6
NDUFA11	PET117
MTG2	MTPAP
MRPS5	MRPS18B
MRPS5	MRPS16
MRPS16	PET117
MRPS14	YARS2
MRPS12	RARS2
MRPL47	MRPS24
MRPL39	MRPS2
MRPL39	MRPS18C
MRPL20	MRPL40
MRPL15	TRUB2
MRPL12	MRPS16
MARS2	MIPEP
MALSU1	MRPL57
KIAA0391	POLG
KIAA0391	MRPL32
HARS2	MRPS34
HARS2	MRPL16
GTPBP10	TFB1M
GTPBP10	MRPS6
FPGS	PAICS
FOXRED1	NDUFA2
FARS2	TARS2
COA6	NDUFB3
CARS2	NDUFAF1
TWNK	SSBP1
QRSL1	TARS2
NDUFAF5	NDUFS1
NDUFAF3	NDUFB8
NDUFA2	NDUFAF4
NDUFA10	NDUFAF5
MTERF3	RPUSD4
MRPS31	NDUFC1
MRPS24	MTG1
MRPS17	SARS2
MRPS14	TFAM
MRPS11	MRPS31
MRPL46	MTG2
MRPL37	MRPL46
MRPL23	MRPS18C
MRPL20	QRSL1
MRPL17	MRPL48
MRPL10	MRPS16
MARS2	MRPL41
LRPPRC	NDUFA6
GFM2	MRPL20
GFM1	VARS2
GATC	MRPL43
FARS2	MRPL16
DPH1	DPH2
COQ7	NDUFAF5
COQ4	NDUFS2
COA7	SCO1
COA6	MTG2
COA6	MRPS14
ADSL	ADSS
TAF5L	TAF6L
POLG	WARS2
NDUFB7	NDUFV2
NDUFAF1	NDUFAF7
MRPS12	MTG1
MRPS12	MRPS17
MRPL41	MRPL46
MRPL33	RARS2
MRPL23	MRPS17
MRPL21	MRPL34
MRPL18	MRPL49
MRPL18	MRPL34
MRPL16	MRPL20
MRPL14	MRPL33
MRPL10	MTPAP
MIPEP	MRPL39
MARS2	QRSL1
MARS2	MRPL40
GTPBP8	LARS2
GATC	MRPS11
FOXRED1	TIMMDC1
FOXRED1	MRPL41
DDX28	MRPL18
COX7C	NDUFB10
COQ4	NDUFB8
COA7	COX4I1
COA6	MTG1
COA6	HARS2
CARS2	MRPS16
ATP5F1C	ATP5ME
AHR	ARNT
SSBP1	VARS2
PTCD3	RARS2
MRPS18B	MRPS23
MRPS14	MRPS18B
MRPS11	MTPAP
MRPL46	VARS2
MRPL43	MRPS23
MRPL39	VARS2
MRPL39	TRUB2
MRPL39	SSBP1
MRPL32	MTG2
MRPL28	MTG1
MRPL21	VARS2
MRPL17	MRPL41
MRPL15	NDUFC1
MRPL12	MRPS24
MARS2	RPUSD4
MALSU1	MRPL46
LARS2	MRPL2
HARS2	TARS2
GFM1	MRPS14
FOXRED1	NDUFA10
FARS2	MRPS2
FARS2	MRPL40
EARS2	MRPS17
DDX28	MRPS24
DDX28	MRPS16
CYC1	NDUFA11
COA6	NDUFA10
COA6	EARS2
PEX6	PEX26
NDUFB9	NDUFS8
NDUFB2	NDUFS1
NDUFB2	NDUFB10
NDUFAF1	NDUFB3
NDUFA8	NDUFAF3
MTG2	NARS2
MTFMT	MTG1
MRPS2	MRPS14
MRPS25	MTG2
MRPS24	MTERF3
MRPS17	TRUB2
MRPS17	TFB2M
MRPL4	MRPS11
MRPL46	TFAM
MRPL32	TFAM
MRPL28	MRPS17
MRPL28	MRPL43
MRPL20	MTERF3
MRPL16	MRPL53
MRPL16	MRPL33
MRPL15	MRM3
MRPL15	PET117
MRPL10	RARS2
MIPEP	MRPL16
LRPPRC	NDUFA8
KIAA0391	MRPL33
KIAA0391	MRPL16
MRM2	MTG1
FARS2	RARS2
COX4I1	UQCR10
COX4I1	NDUFV2
COX10	UQCR10
COA6	NDUFA8
TWNK	MRPS18B
TWNK	COA6
AARS2	MRPL33
POLRMT	TFB2M
PEX6	PEX19
PARD6B	PRKCI
NDUFS2	UQCRC2
NDUFS2	TIMMDC1
NDUFAF7	NDUFS8
NDUFAF1	TIMMDC1
MRPS16	MRPS22
MRPL18	MTERF4
KIAA0391	TRMT10C
KIAA0391	MRPS12
GTPBP10	MRPL15
GATC	MRPL46
FARS2	MRPL17
FARS2	GATC
EED	EZH2
EARS2	SSBP1
DDX28	LARS2
DARS2	MRPS6
COA7	NDUFAF1
COA7	FARS2
TWNK	TARS2
AARS2	MRPS11
PSMG1	PSMG2
NDUFB9	NDUFS2
MTG2	TARS2
MRPS6	UQCRC2
MRPS6	POLRMT
MRPS6	MRPS10
MRPL47	POLG
MRPL47	MRPS17
MRPL43	YARS2
MRPL33	MRPS5
MRPL18	SUPV3L1
MRPL17	MTPAP
MRPL17	MTG2
MRPL15	MRPS25
MRPL12	MRPL46
MRPL12	MRPL18
MARS2	PET117
MARS2	MRPS12
LRPPRC	MRPL49
LRPPRC	METTL17
LIAS	LIPT1
LARS2	TFB2M
KIAA0391	MRPS10
GFM2	TRUB2
GATC	MRPS24
GADD45GIP1	MRPL40
FARS2	WARS2
FARS2	LRPPRC
DHFR	TYMS
COX4I1	NDUFC1
COX4I1	NDUFB6
COA7	WARS2
SUCO	TAPT1
NDUFS5	NDUFS7
NDUFB8	PET117
NDUFAF3	NDUFS8
MRPS18B	RARS2
MRPS16	PTCD3
MRPL33	YARS2
MRPL28	TFB1M
MRPL23	MRPL28
MRPL20	VARS2
MRPL15	MRPL37
MRPL14	MRPL43
MRPL10	MRPS31
LRPPRC	MRPS23
LARS2	MRPL10
HARS2	MTG1
HARS2	MRPS5
HARS2	MRPS23
GRSF1	NDUFS5
GMPS	PAICS
FOXRED1	GRSF1
FARS2	SARS2
ECSIT	FOXRED1
DDX28	MTERF3
DARS2	EARS2
COX6C	UQCRC2
RAB3GAP1	RAB3GAP2
QRSL1	TFB1M
NDUFAF7	NDUFC1
NDUFAF7	NDUFB8
NDUFAF5	NDUFV2
NDUFA2	NDUFB4
MRPS24	YARS2
MRPS16	SSBP1
MRPS11	MTG2
MRPL47	POLRMT
MRPL46	MTG1
MRPL32	MRPS18B
MRPL28	SARS2
MRPL28	NARS2
MRPL20	PTCD3
MRPL20	MRPL46
MRPL17	MRPS22
MRPL12	MRPL21
MRPL10	TFAM
GFM2	SSBP1
GFM2	LARS2
GFM1	HARS2
FOXRED1	NDUFS7
FAM200B	GNPDA2
DDX28	MRPL41
COX4I1	NDUFB8
COX4I1	HARS2
COQ4	NDUFA6
BCS1L	SCO2
SUPT7L	TADA1
SUPT20H	TAF6L
SARS2	SLC25A26
PET117	TIMMDC1
NDUFAF7	NDUFS5
NDUFAF5	NDUFS7
MTG2	QRSL1
MRPS24	TRUB2
MRPS18B	MTG2
MRPS16	MTG1
MRPL40	MRPL48
MRPL28	TRUB2
MRPL20	MTPAP
MRPL17	MRPS12
MRPL16	MRPS16
LRPPRC	RPUSD4
LRPPRC	MIPEP
LRPPRC	MALSU1
KIAA0391	MRPL28
ISCA2	NDUFA6
HARS2	PTCD3
HARS2	MRPL47
GTPBP8	MRPS6
GFM2	MRPS25
GATC	MRPL33
DDX28	TFB1M
DARS2	POLG
CYC1	UQCRC1
COX6C	NDUFS2
COA6	NDUFS2
CARS2	MRPL15
CARS2	COA6
TWNK	MRPL16
ATP5ME	MRPL15
NDUFV2	UQCRC2
NDUFS5	UQCRC2
NDUFS1	UQCRB
NDUFA6	NDUFB4
MTPAP	QRSL1
MTG2	UQCRC2
MTG2	PET117
MRPS2	MTERF3
MRPS24	SLC25A26
MRPS16	YARS2
MRPL48	MRPL57
MRPL46	NARS2
MRPL46	MRPS31
MRPL43	WARS2
MRPL41	MRPS14
MRPL37	MRPS6
MRPL18	NDUFC1
MRPL15	QRSL1
MRPL15	MRPL53
MRPL15	MRPL48
MRPL14	MRPS5
MRPL10	PTCD3
MALSU1	MRPL41
MALSU1	MRPL17
GTPBP8	MRPL23
GFM2	TFB1M
GFM2	MTG2
GFM1	SARS2
FOXRED1	MTG1
FARS2	NARS2
FANCI	UBE2T
DAP3	MRPS17
DAP3	MRPL30
CYC1	NDUFA6
COX4I1	NDUFAF1
COX4I1	MTG2
COA7	FOXRED1
COA6	MRPL43
AARS2	MRPL46
NDUFB5	NDUFV2
NDUFB2	NDUFS8
NDUFA2	NDUFB9
MTG1	WARS2
MRPS31	NDUFS2
MRPS25	MTPAP
MRPS16	VARS2
MRPS11	MRPS12
MRPL47	NSUN4
MRPL40	MRPS12
MRPL23	SARS2
MRPL23	MTERF3
MRPL10	MRPS18B
MIPEP	MRPL23
MARS2	MRPL38
MAPKAP1	RICTOR
GTPBP10	MRPL43
GRSF1	MRM3
FASTKD5	NDUFS1
ECSIT	NDUFA8
EARS2	GFM2
COA6	MRPL39
SCO2	UQCR10
QRSL1	SSBP1
POLRMT	VARS2
NDUFB4	NDUFB10
NDUFA11	NDUFB4
NDUFA11	NDUFAF5
NDUFA11	NDUFAF3
MRPS16	MRPS17
MRPS12	MRPS14
MRPS11	PTCD3
MRPL43	SSBP1
MRPL41	NDUFS8
MRPL40	MRPL41
MRPL18	MRPS12
MRPL15	SCO2
MRPL15	MRPL34
MRPL14	MRPS24
MALSU1	MRPL21
MALSU1	MRPL19
LRPPRC	MTERF3
LARS2	MRPL55
LARS2	MRPL48
KIAA0391	MTG1
KIAA0391	MTERF3
GFM1	MRPL15
GADD45GIP1	MRPL17
FASTKD5	NDUFS5
FARS2	SSBP1
FARS2	MTG1
FARS2	MRPS11
DARS2	MRPS16
CYC1	NDUFA2
COX7C	NDUFB8
COX4I1	MRPL15
COG5	COG7
COA6	NDUFAF1
TWNK	SLC25A26
QRSL1	SARS2
NDUFB7	NDUFS8
NDUFAF5	NDUFB9
NDUFAF1	NDUFAF3
MTPAP	NARS2
MRPS24	SARS2
MRPS23	TFAM
MRPS18B	YARS2
MRPS17	POLRMT
MRPS12	TFAM
MRPS12	SSBP1
MRPS10	MRPS16
MRPL4	MRPL18
MRPL47	MRPS14
MRPL46	MRPS25
MRPL41	NDUFC1
MRPL39	SUPV3L1
MRPL2	MRPS18C
MRPL28	SSBP1
MRPL23	MRPS10
MRPL20	MRPS16
MRPL15	NDUFAF1
MRPL14	YARS2
MRPL14	MRPS14
MRPL13	MRPL15
MRPL10	POLG
MALSU1	NDUFC1
KIAA0391	MRPS18C
HARS2	MTPAP
HARS2	MRPL12
HARS2	MIPEP
GTPBP8	MRPL18
GTPBP10	MRPL18
FOXRED1	MRPS6
FARS2	YARS2
ECSIT	NDUFS1
EARS2	MRPL17
EARS2	MIPEP
DDI2	NGLY1
COX7C	CYC1
COA7	MRPL10
COA6	NDUFS7
COA6	NDUFC1
COA6	NDUFAF5
COA6	MRPS25
AARS2	MRPL18
PTCD3	SSBP1
NDUFAF5	NDUFS2
NDUFAF1	NDUFB2
MTPAP	TFB1M
MRPS31	NDUFB6
MRPS12	MRPS18B
MRPL49	MRPS18C
MRPL46	MRPS10
MRPL41	PET117
MRPL40	MRPL46
MRPL39	SLC25A26
MRPL39	MTG1
MRPL33	MRPL38
MRPL32	MRPS10
MRPL2	MRPS6
MRPL28	MRM3
MRPL23	MRPL34
MRPL18	RARS2
MRPL14	MRPS16
MRPL14	MRPL46
MIOS	WDR24
LRPPRC	PTCD3
LRPPRC	NDUFS2
KIAA0391	YARS2
KIAA0391	MRPL55
HARS2	MRPL32
GFM2	MRPS6
GFM2	MRPS12
GFM1	MRPS12
GATC	MRPL57
FOXRED1	MTG2
COX6C	COX10
COA7	MRPS24
BCS1L	MRPS6
AARS2	WARS2
AARS2	MTPAP
RAB10	RABIF
PEX5	PEX6
NDUFAF4	NDUFB4
NDUFA2	NDUFAF3
MTG2	NDUFAF1
MRPS24	TFB2M
MRPS18C	MTERF3
MRPL57	POLG2
MRPL57	MTG2
MRPL55	MRPL57
MRPL4	MRPL39
MRPL39	TFAM
MRPL39	MRPS23
MRPL34	MRPS16
MRPL28	MRPS16
MRPL23	MRPL41
MRPL21	TFAM
MRPL21	MRPL53
MRPL18	MRPS23
MRPL17	YARS2
MRPL16	MRPS31
MRPL16	MRPS12
MRPL15	NDUFS2
MRPL12	MTG2
MRPL10	MRPL14
METTL17	MRPS11
MARS2	MRPL53
MARS2	MRPL20
MALSU1	MRPS11
MAEA	UBE2H
KIAA0391	MRPS2
HARS2	SCO2
GTPBP10	MTG2
GTPBP10	MRPS24
GFM1	KIAA0391
FARS2	MRPL34
COX6C	NDUFAF5
COX5B	NDUFS1
COX4I1	NDUFS8
COA7	MTG1
CARS2	FARS2
TWNK	POLRMT
ATP5ME	ATP5PF
AARS2	POLG
MRM3	TFB1M
NDUFB7	NDUFS1
NDUFAF5	NDUFB8
NDUFAF4	NDUFS2
MRPS11	POLG2
MRPL41	MRPS16
MRPL3	MRPL32
MRPL21	POLG
MRPL20	MRPL48
MRPL15	NARS2
MRPL14	MRPS22
MIPEP	MRPL46
MARS2	MRPS18C
MARS2	MRPL34
MALSU1	MRPL39
LRPPRC	NDUFB8
LARS2	MRPL16
ISCA2	NDUFC1
GFM1	MRPL28
FARS2	MRPL14
EARS2	PARS2
EARS2	MRPS18B
DDX28	MRPL39
DDX28	MRPL17
COX6C	NDUFB8
CARS2	PET117
AARS2	TARS2
NDUFC1	NDUFS7
NDUFB9	NDUFV2
NDUFB7	NDUFS2
NDUFA8	NDUFB5
NDUFA6	NDUFB3
NDUFA2	PET117
MRPS2	VARS2
MRPS24	TARS2
MRPS14	UQCR10
MRPS11	NDUFB6
MRPL46	YARS2
MRPL43	TARS2
MRPL39	TFB2M
MRPL38	YARS2
MRPL33	TFAM
MRPL21	MRPL40
MRPL17	RARS2
MRPL16	RPUSD4
MRPL16	MTERF3
MRPL10	PET117
MRPL10	MRPL41
HARS2	SARS2
GFM2	MRPS17
GFM1	TFB2M
DLD	LIPT1
DDX28	EARS2
DARS2	MRPL15
COX4I1	NDUFA10
COX4I1	COX5B
ATP5ME	MALSU1
ABHD13	RNF19A
NDUFAF5	NDUFB3
NDUFAF1	NDUFAF4
NDUFA10	NDUFB9
MRPS18C	UQCR10
MRPS18B	PTCD3
MRPL55	MRPS24
MRPL53	MRPS5
MRPL53	MRPS11
MRPL46	MTERF4
MRPL43	MRPS22
MRPL34	MRPS24
MRPL32	MRPL57
MRPL21	MTG1
MRPL16	MRPL19
MRPL10	TARS2
MRPL10	MRPL49
METTL17	MRPL15
LRPPRC	UQCRC2
LARS2	MRPL17
KIAA0391	MRPL13
CYC1	UQCRB
CYC1	NDUFS5
CYC1	NDUFAF1
COA7	UQCRC2
COA7	LARS2
COA6	TFB1M
AARS2	MRPS14
SCAP	SCD
NDUFB5	NDUFS5
NDUFB4	NDUFS8
NARS2	SLC25A26
MRPS24	MRPS25
MRPS16	MRPS31
MRPL57	MRPS9
MRPL46	MRPS22
MRPL39	MRPS5
MRPL39	MRPS10
MRPL32	MRPL43
MRPL23	MRPL33
MRPL18	MRPL20
MRPL14	MRPS23
MRPL13	MRPL21
MRPL10	MRPL20
MARS2	PTCD3
GTPBP10	MRPL41
GFM2	MTG1
GATC	MRPS18B
GATC	HARS2
FASTKD5	UQCRB
FARS2	MRPS17
FARS2	MRPL32
EMC2	EMC3
EARS2	GTPBP8
DARS2	FOXRED1
COA7	MRPL15
COA7	EARS2
CARS2	FOXRED1
PRPF39	TRNAU1AP
POLRMT	TFB1M
NDUFC1	UQCR10
NDUFAF3	NDUFB6
NDUFAF1	UQCRC2
NDUFA2	NDUFAF5
NARS2	POLG
MRPS5	TFAM
MRPS2	POLG
MRPS14	WARS2
MRPS14	NARS2
MRPL57	PTCD3
MRPL48	TRUB2
MRPL48	MTG2
MRPL41	MTG2
MRPL3	MRPS14
MRPL38	MRPS12
MRPL38	MRPL43
MRPL34	MRPS12
MRPL32	MRPS16
MRPL21	MRPL38
MARS2	SLC25A26
MARS2	SARS2
LARS2	MRPL30
ISCA2	NDUFS2
GTPBP10	MRPL21
GFM1	TRUB2
GFM1	PTCD3
GADD45GIP1	MRPS6
FASTKD5	NDUFB3
EARS2	GATC
COX4I1	UQCRC1
COX4I1	FOXRED1
COQ4	NDUFAF1
TWNK	MRPL14
ACAD9	NDUFV2
NDUFS5	TIMMDC1
NDUFS1	UQCRC1
NDUFAF3	NDUFS5
NDUFA11	TIMMDC1
NDUFA10	UQCR10
MRPS5	MRPS23
MRPS23	MRPS24
MRPL49	MRPS5
MRPL46	UQCR10
MRPL46	MRPS2
MRPL3	MRPL55
MRPL39	SARS2
MRPL34	MRPL43
MRPL34	MRPL39
MRPL33	PTCD3
MRPL32	PET117
MRPL2	MRPL18
MRPL28	MRPS2
MRPL18	MRPL47
MRPL16	MRPL41
MRPL15	PTCD3
MRPL10	WARS2
MRPL10	NDUFA8
MIPEP	MTERF3
MARS2	MRPS34
LRPPRC	NDUFAF4
LRPPRC	MRPL23
IBA57	NDUFAF4
HARS2	TRUB2
HARS2	MRPL48
GTPBP10	SSBP1
GTPBP10	NDUFAF5
FOXRED1	MRPL10
FARS2	PTCD3
EMC3	EMC6
DDX28	SSBP1
DDX28	MRPL16
DAP3	MRPL45
COX5B	NDUFS5
AARS2	MRPL57
UQCR10	UQCRC2
TFAM	TFB1M
SULT1E1	TAS2R10
RARS2	YARS2
PTCD3	TRUB2
NDUFB7	NDUFS5
NDUFAF7	NDUFB10
NDUFAF1	NDUFB9
MTG2	NGRN
MTERF3	MTG1
MRPS5	MRPS31
MRPS33	TFB1M
MRPS2	MTG2
MRPS25	SLC25A26
MRPL57	MRPS16
MRPL4	MRPS23
MRPL46	MRPS23
MRPL39	MRPL41
MRPL33	MRPS12
MRPL33	MRPL46
MRPL2	MRPL16
MRPL23	RARS2
MRPL23	MRPL32
MRPL21	MRPS25
MRPL18	PET117
MRPL15	MTERF4
MRPL14	MRPL49
MRPL12	MRPS11
MALSU1	MRPL53
LRPPRC	MTPAP
HARS2	MRPS25
GTPBP8	MRPL46
FARS2	MRPL2
ECSIT	NDUFA10
EARS2	MRPS22
DARS2	MARS2
DAP3	GFM1
COX4I1	NDUFB3
ATP5ME	NDUFC1
ATP5ME	MRPL41
ACTR3	ARPC4
ACOX1	PEX6
AARS2	MRPS25
AARS2	MRPL20
SLC25A26	TRUB2
RNF19A	TATDN1
NDUFB9	NDUFS1
NDUFB5	NDUFS2
MRPS6	MRPS34
MRPS17	MTG1
MRPS14	SARS2
MRPS11	NDUFAF1
MRPL57	MRPS18A
MRPL41	MTG1
MRPL40	MRPS16
MRPL33	MTG2
MRPL32	YARS2
MRPL23	SSBP1
MRPL21	MRPL55
MRPL17	MRPL37
MRPL10	MRPL40
LRPPRC	TRUB2
LRPPRC	TFB1M
ISCA2	NDUFB6
HARS2	UQCRC1
HARS2	TFB1M
HARS2	MRPL14
GRSF1	MRPS31
EARS2	PET117
CYC1	HARS2
COQ4	NDUFV2
COA7	MRPL39
COA7	KIAA0391
COA6	MRPS24
NDUFS1	TIMMDC1
NDUFB7	NDUFB10
NDUFB5	NDUFB8
NDUFB10	UQCRC1
NDUFAF5	NDUFS8
NDUFAF5	NDUFAF7
NDUFAF1	UQCR10
NDUFA6	NDUFB2
NDUFA10	PET117
MTERF3	MTG2
MRPS31	NDUFAF1
MRPS18C	MTG2
MRPS18C	MRPS31
MRPS16	UQCR10
MRPS16	MRPS23
MRPS12	UQCRC2
MRPS11	MTERF3
MRPL57	MRPS34
MRPL55	TARS2
MRPL4	MRPS24
MRPL48	MRPS12
MRPL47	WARS2
MRPL3	MRPS6
MRPL3	MRPL43
MRPL39	MRPL48
MRPL36	MRPS24
MRPL33	MRPS34
MRPL21	MRPS22
MRPL18	MRPS10
MRPL18	MRPL55
MRPL18	MRPL40
MIPEP	TFB1M
MALSU1	NGRN
LRPPRC	RARS2
LARS2	MRPS11
HARS2	MRPL4
GRSF1	LRPPRC
GFM2	NARS2
GATC	MRPL17
GADD45GIP1	MRPL57
FOXRED1	MRPL18
FASTKD5	NDUFB8
RETREG1	OCLM
EARS2	POLRMT
DDX28	MRPL28
COX4I1	NDUFB2
COX11	PET117
COQ7	NDUFA8
COA7	COX6B1
COA6	COQ4
TWNK	MIPEP
RARS2	UQCRC2
PPCDC	UMPS
MTG1	MTPAP
MRPS6	UQCRB
MRPS31	PET117
MRPS2	NARS2
MRPS25	UQCRB
MRPS25	SARS2
MRPS14	MTERF3
MRPL55	MRPS11
MRPL46	MRPL55
MRPL43	NGRN
MRPL34	MRPL57
MRPL21	MTERF3
MRPL21	MRPS12
MRPL21	MRPL47
MRPL20	TFB2M
MRPL17	MRPS14
MRPL15	TARS2
MRPL10	MRPL12
LARS2	MRPS18C
KIAA0391	TFAM
KIAA0391	SARS2
KIAA0391	MRPL40
ISCA2	LRPPRC
GTPBP8	MTG2
GTPBP8	MRPL20
GTPBP10	LARS2
FOXRED1	NDUFAF3
FASTKD5	UQCRC1
FARS2	UQCR10
FARS2	POLRMT
DDX28	MTG2
CYC1	NDUFA10
COX4I1	NDUFS5
COA7	MTG2
COA6	KIAA0391
CARS2	TFB1M
CARS2	MARS2
RNF19A	ZNF99
POLG	POLG2
NDUFB9	NDUFC1
NDUFB3	UQCRB
NDUFAF3	NDUFC1
MTG2	RPUSD4
MRPS5	MRPS14
MRPS2	MTG1
MRPS17	QRSL1
MRPS16	TFB1M
MRPS11	UQCR10
MRPL55	QRSL1
MRPL4	MRPS22
MRPL39	MRPL49
MRPL34	MRPS14
MRPL18	RPUSD4
MARS2	MRPL48
MALSU1	MARS2
LRPPRC	MRPL46
LRPPRC	MRPL14
LARS2	PARS2
GTPBP10	MRPL39
GFM1	MTPAP
GATC	KIAA0391
MRM2	GTPBP10
FOXRED1	MRM3
EARS2	RPUSD4
DARS2	MRPL21
COX4I1	COX10
COQ4	LRPPRC
COA6	MRPL23
CENPO	CENPP
ACAD9	NDUFAF1
NDUFV2	UQCRB
NDUFA9	NDUFS5
MTG2	SLC25A26
MRPS5	MRPS22
MRPS25	TRUB2
MRPS18C	MRPS24
MRPL4	YARS2
MRPL47	QRSL1
MRPL46	MRPL49
MRPL43	MRPS5
MRPL41	TFAM
MRPL41	MRM3
MRPL41	MTERF3
MRPL38	MRPS24
MRPL32	MRPL49
MRPL18	PTCD3
MRPL15	NDUFV2
MRPL14	MRPL53
MARS2	MRPL12
HARS2	UQCR10
GRSF1	MRPL15
GNPDA2	TAS2R10
GFM2	GTPBP10
FOXRED1	RTN4IP1
FOXRED1	NDUFB9
FARS2	UQCRC2
FARS2	POLG
FARS2	MRPL12
EARS2	TFB2M
EARS2	MALSU1
DARS2	KIAA0391
COX7C	UQCRC1
COX4I1	NDUFA6
COQ4	COX7C
CARS2	MRPL10
BRD9	SMARCD1
ATP5PB	ATP5PD
UQCR10	UQCRFS1
PEX2	PEX13
NDUFAF4	NDUFB3
NDUFA11	NDUFB9
NARS2	NSUN4
MTG1	SLC25A26
MTG1	PTCD3
MTERF3	POLG
MRPS17	VARS2
MRPS11	WARS2
MRPS11	MRPS18A
MRPL41	NDUFV2
MRPL40	MRPL55
MRPL39	PET117
MRPL37	MRPL43
MRPL33	PET117
MRPL2	MTG2
MRPL20	SLC25A26
MRPL18	MTERF3
MRPL16	MRPS23
MRPL16	MRPL40
MRPL13	MRPL39
MRPL12	MRPL14
MIPEP	MRPL48
MARS2	MRPS25
LRPPRC	WARS2
LRPPRC	TIMMDC1
HARS2	MTERF3
HARS2	MRPL28
HARS2	MRPL20
GTPBP10	HARS2
GATC	MRPL16
FOXRED1	MRPL15
FOXRED1	LRPPRC
FARS2	SLC25A26
FARS2	MRPS10
DARS2	FARS2
COX6C	MRPS16
COX4I1	COX6C
COQ4	UQCRC2
COQ4	PET117
ODR4	UFSP2
TWNK	GFM2
AARS2	SARS2
UQCRC1	UQCRFS1
QRSL1	UQCRC2
PTCD3	SARS2
NDUFS7	UQCRB
NDUFB2	NDUFB3
NDUFAF7	NDUFB3
NDUFAF3	NDUFS2
NDUFA8	NDUFA9
MRPS6	MRPS9
MRPS6	MRPS26
MRPS2	MRPS17
MRPS25	MTG1
MRPS14	PTCD3
MRPS12	POLRMT
MRPL55	MRPS12
MRPL49	MRPS6
MRPL49	MRPS23
MRPL43	SCO2
MRPL41	NDUFA6
MRPL39	UQCRC2
MRPL32	UQCR10
MRPL32	MTERF3
MRPL19	MRPL32
MRPL18	MRPS31
MRPL16	NDUFC1
MRPL16	MRPS10
MRPL16	MRPL55
MALSU1	MRPL49
MALSU1	MRPL23
LRPPRC	MRPS34
HARS2	POLG2
GTPBP8	MALSU1
GRSF1	NDUFS2
GRSF1	NDUFAF1
GFM2	MRPL39
GATC	MRPL32
FARS2	SCO2
FARS2	MTERF3
FARS2	MRPL4
CYC1	MRPL15
COX6C	NDUFS5
COQ4	UQCRC1
COQ4	NDUFB6
COA7	MRPL41
COA7	COX6C
COA6	NDUFB8
COA6	MRPL41
CARS2	MRPL23
BCS1L	HARS2
BCS1L	FARS2
ACAD9	GTPBP10
AARS2	MTG2
AARS2	GATC
PARD3	PARD6B
NDUFB5	NDUFB6
NDUFAF1	MRM3
NDUFAF1	PDSS2
MRPS6	MRPS35
MRPS25	PTCD3
MRPS18B	MTPAP
MRPS16	UQCRB
MRPS16	RARS2
MRPS14	RPUSD4
MRPS14	MTG1
MRPL4	MRPL33
MRPL32	NDUFC1
MRPL20	MRPL21
MRPL17	MRPS18A
MRPL10	NDUFS2
MRPL10	NDUFC1
MRPL10	NDUFAF1
MIPEP	TFAM
LARS2	RPUSD4
HARS2	SLC25A26
GFM2	HARS2
EMC1	EMC6
ECSIT	NDUFAF1
EARS2	MRPL34
DDX28	MTERF4
DARS2	MTG2
COX4I1	LRPPRC
COX4I1	COX6B1
COQ4	HARS2
COA7	TFB1M
COA7	MRPS12
COA7	MIPEP
COA7	CYC1
COA6	NDUFS8
CARS2	MRPL41
TFB1M	YBEY
POLRMT	TRUB2
